1. 四则运算题目1:  41 * 37/42
5106. 四则运算题目5106:  52 + 11/42
5107. 四则运算题目5107:  87 + 75/88
5108. 四则运算题目5108:  97 / 2/3 - 33 / 27
5109. 四则运算题目5109:  26 + 36'58/79 - 29
5110. 四则运算题目5110:  18 - 2/3
5111. 四则运算题目5111:  87 / 95
5112. 四则运算题目5112:  98 / 7'13/18 * 11/19
5113. 四则运算题目5113:  99 - 31'3/44
5114. 四则运算题目5114:  (19 * 15/95) * 82'51/58 - 13/34
5115. 四则运算题目5115:  (85 - 27'91/97) - 75 / 33
5116. 四则运算题目5116:  (33 + 48/52) / 86'30/78 * 66/76
5117. 四则运算题目5117:  33 * 98 / 8/12
5118. 四则运算题目5118:  41 / 18/26 + 57/86
5119. 四则运算题目5119:  15 + 71'3/11
5120. 四则运算题目5120:  62 * 86 + 53/59
5121. 四则运算题目5121:  74 + 87
5122. 四则运算题目5122:  63 + 5'6/16
5123. 四则运算题目5123:  76 + 4'36/51
5124. 四则运算题目5124:  (93 - 32/44) + 21'1/17
5125. 四则运算题目5125:  83 - (14/19 + 18'7/12) + 6
5126. 四则运算题目5126:  62 + 86'16/36
5127. 四则运算题目5127:  8 * 65'56/83
5128. 四则运算题目5128:  40 / (76 + 47/94) + 45'23/64
5129. 四则运算题目5129:  17 + (65'11/55 / 3) * 84'35/38
5130. 四则运算题目5130:  96 + 73/86 * 15'27/86 + 98
5131. 四则运算题目5131:  79 * 55/62 - 1/9
5132. 四则运算题目5132:  55 / 15
5133. 四则运算题目5133:  88 / 12/26
5134. 四则运算题目5134:  66 * 14/33 * 38
5135. 四则运算题目5135:  34 * (10 + 93'46/60) + 71'10/85
5136. 四则运算题目5136:  32 / 75
5137. 四则运算题目5137:  48 + 73'49/55 * 77'8/25 / 15
5138. 四则运算题目5138:  91 - 91'11/41 * 15/26
5139. 四则运算题目5139:  33 / (2/5 - 15/70) * 18/67
5140. 四则运算题目5140:  87 / 61/93
5141. 四则运算题目5141:  25 * 8/24
5142. 四则运算题目5142:  (55 - 1/53) - 30/50
5143. 四则运算题目5143:  77 * 47'25/93 - 45/77
5144. 四则运算题目5144:  (25 * 6) + 47'22/26
5145. 四则运算题目5145:  62 * 59
5146. 四则运算题目5146:  (16 * 53'24/67) - 10/58
5147. 四则运算题目5147:  (55 / 9/70) - 9 * 66/95
5148. 四则运算题目5148:  16 + 90'24/37 / 50/75 / 45
5149. 四则运算题目5149:  31 + 6'43/84
5150. 四则运算题目5150:  (71 * 31/48) / 94'22/27 * 35'7/16
5151. 四则运算题目5151:  63 + 47 / 4/22
5152. 四则运算题目5152:  63 - 1
5153. 四则运算题目5153:  17 / 65'8/31
5154. 四则运算题目5154:  (28 + 2/7) / 73
5155. 四则运算题目5155:  73 * 9'2/41
5156. 四则运算题目5156:  95 - 33/94 + 46'1/36 + 10
5157. 四则运算题目5157:  (88 * 34'83/93) + 66 + 47
5158. 四则运算题目5158:  (93 + 38/60) * 6 * 42/51
5159. 四则运算题目5159:  56 + 63'10/53
5160. 四则运算题目5160:  39 - 50/71
5161. 四则运算题目5161:  (90 / 48/78) / 18
5162. 四则运算题目5162:  (1 / 6/58) - 19/75 + 10/69
5163. 四则运算题目5163:  25 + 42/67 * 6/84
5164. 四则运算题目5164:  43 / (13 - 10/73) + 93'63/78
5165. 四则运算题目5165:  14 * 46'37/54 * 52 - 1/4
5166. 四则运算题目5166:  71 * 32/41
5167. 四则运算题目5167:  31 / (28'22/31 * 13/34) / 41/75
5168. 四则运算题目5168:  10 * 33'56/84
5169. 四则运算题目5169:  65 - (13 * 7/12) / 59
5170. 四则运算题目5170:  74 - 23/63 / 36/70 / 94'1/27
5171. 四则运算题目5171:  47 - 2
5172. 四则运算题目5172:  (62 * 60/70) + 30'18/92 * 53/66
5173. 四则运算题目5173:  63 + 1/2
5174. 四则运算题目5174:  4 + 30/74
5175. 四则运算题目5175:  10 + 73
5176. 四则运算题目5176:  54 + 13/42
5177. 四则运算题目5177:  54 / 47/51 - 16/65 + 72
5178. 四则运算题目5178:  97 - 10'35/49 / 82'44/65
5179. 四则运算题目5179:  71 / 3'6/9
5180. 四则运算题目5180:  22 + (44/71 + 92'41/55) - 71/72
5181. 四则运算题目5181:  65 * 43'35/89
5182. 四则运算题目5182:  41 * 31'4/48
5183. 四则运算题目5183:  7 * 65
5184. 四则运算题目5184:  17 + 91'30/75
5185. 四则运算题目5185:  96 / 92 / 5/6
5186. 四则运算题目5186:  50 / 4/77
5187. 四则运算题目5187:  1 + 14 * 94
5188. 四则运算题目5188:  15 * 29
5189. 四则运算题目5189:  16 + 78'65/93 * 65/66 + 7
5190. 四则运算题目5190:  (4 / 34/40) + 25
5191. 四则运算题目5191:  43 * 56 + 3
5192. 四则运算题目5192:  93 - 71'43/52 + 61'5/10
5193. 四则运算题目5193:  61 / 63
5194. 四则运算题目5194:  96 + 36/47
5195. 四则运算题目5195:  42 * 42'13/88 - 94 - 12/52
5196. 四则运算题目5196:  (15 / 16'58/96) - 24/40
5197. 四则运算题目5197:  59 / 21'1/27 / 39
5198. 四则运算题目5198:  35 - 19
5199. 四则运算题目5199:  77 / 5/56
5200. 四则运算题目5200:  (25 + 21'76/92) / 26'19/30 / 30'9/59
5201. 四则运算题目5201:  (39 + 2/18) - 27'60/61
5202. 四则运算题目5202:  16 * 50'1/28 + 6/70
5203. 四则运算题目5203:  28 + 77'25/42
5204. 四则运算题目5204:  18 * 15/54 + 77
5205. 四则运算题目5205:  29 * 68
5206. 四则运算题目5206:  81 / 12/81
5207. 四则运算题目5207:  52 / 96'42/66 / 14'1/3
5208. 四则运算题目5208:  54 * 72'34/68
5209. 四则运算题目5209:  71 * 54'10/83 - 30/89
5210. 四则运算题目5210:  23 + 40
5211. 四则运算题目5211:  43 / 93'5/52 / 64'16/79
5212. 四则运算题目5212:  45 * 16/22
5213. 四则运算题目5213:  98 / 2/11
5214. 四则运算题目5214:  (49 - 16) * 20
5215. 四则运算题目5215:  92 * 5/56
5216. 四则运算题目5216:  2 / 1/54 - 44
5217. 四则运算题目5217:  57 + (24'10/76 * 3/48) / 54'1/13
5218. 四则运算题目5218:  21 * 39 / 6
5219. 四则运算题目5219:  92 + 38'2/21
5220. 四则运算题目5220:  51 + 25
5221. 四则运算题目5221:  18 / (22 / 32'18/36) - 17/29
5222. 四则运算题目5222:  79 + 21 / 74
5223. 四则运算题目5223:  37 + 28 / 29
5224. 四则运算题目5224:  (46 + 49) + 29
5225. 四则运算题目5225:  72 * 7/8 + 49'47/86 / 75
5226. 四则运算题目5226:  (34 + 84/90) / 20/57
5227. 四则运算题目5227:  44 + 54
5228. 四则运算题目5228:  (75 + 4/16) * 5/29
5229. 四则运算题目5229:  (60 + 8) / 8/75 / 75
5230. 四则运算题目5230:  (97 - 36) / 37
5231. 四则运算题目5231:  38 + 10/22 - 11/20 + 49
5232. 四则运算题目5232:  1 / 70'52/67 / 4/62 / 68'5/7
5233. 四则运算题目5233:  0 * 11 / 51'30/44 * 8'35/47
5234. 四则运算题目5234:  6 * 16/21 * 86'38/82
5235. 四则运算题目5235:  89 / 9/45
5236. 四则运算题目5236:  2 * 52/60
5237. 四则运算题目5237:  63 * 14'5/64
5238. 四则运算题目5238:  60 * 96
5239. 四则运算题目5239:  7 / 76
5240. 四则运算题目5240:  (88 + 63) * 91'11/74
5241. 四则运算题目5241:  29 + 19/35
5242. 四则运算题目5242:  76 / 54 * 9/10
5243. 四则运算题目5243:  99 * 59/64 - 39/78
5244. 四则运算题目5244:  58 * 2/40 * 12/52
5245. 四则运算题目5245:  (63 / 7/11) / 19/21
5246. 四则运算题目5246:  98 * 40
5247. 四则运算题目5247:  24 / 39/42 / 13/30 * 1'33/48
5248. 四则运算题目5248:  53 / 30'18/21 / 12'48/49
5249. 四则运算题目5249:  88 + 24/35
5250. 四则运算题目5250:  50 / 66/91 / 5/59
5251. 四则运算题目5251:  74 - 72 + 4/10
5252. 四则运算题目5252:  84 + (29 / 3/23) / 29'10/12
5253. 四则运算题目5253:  (12 / 96) / 84'18/36
5254. 四则运算题目5254:  77 + 64 + 28/50
5255. 四则运算题目5255:  38 - (67 / 68'23/27) / 24
5256. 四则运算题目5256:  60 + 21
5257. 四则运算题目5257:  (98 / 60/82) + 25/93 / 60
5258. 四则运算题目5258:  99 * 28'6/35
5259. 四则运算题目5259:  (99 + 54'16/49) - 9
5260. 四则运算题目5260:  76 - 13/67
5261. 四则运算题目5261:  (69 * 71) + 98
5262. 四则运算题目5262:  18 + 39'10/67
5263. 四则运算题目5263:  8 + 4/57 * 10/15 * 20/58
5264. 四则运算题目5264:  10 / 10'3/61
5265. 四则运算题目5265:  56 * 96
5266. 四则运算题目5266:  36 - (35/54 / 69) / 57'75/86
5267. 四则运算题目5267:  (79 * 72'3/42) * 34/77 * 69'45/92
5268. 四则运算题目5268:  39 + 70/83
5269. 四则运算题目5269:  (28 / 7/83) + 38/60 - 74'2/65
5270. 四则运算题目5270:  (11 / 34/54) + 4/81
5271. 四则运算题目5271:  84 * 60'6/25
5272. 四则运算题目5272:  97 * 72'37/59 - 32/43
5273. 四则运算题目5273:  91 + 22'48/89
5274. 四则运算题目5274:  81 / 2/5 / 14'10/19
5275. 四则运算题目5275:  31 / 7/16 + 4/26
5276. 四则运算题目5276:  (88 - 30/63) / 14
5277. 四则运算题目5277:  71 / 67'27/81 + 5/28
5278. 四则运算题目5278:  20 + 84 * 19/66 * 14/58
5279. 四则运算题目5279:  93 + 30/63
5280. 四则运算题目5280:  59 + 10
5281. 四则运算题目5281:  (94 / 16) / 3/18 + 55/74
5282. 四则运算题目5282:  28 * 51'13/92
5283. 四则运算题目5283:  79 * 75/78
5284. 四则运算题目5284:  98 - 17
5285. 四则运算题目5285:  21 + 43'4/23
5286. 四则运算题目5286:  69 * 83 + 38/87 - 13
5287. 四则运算题目5287:  72 / 68 * 99 * 37'14/18
5288. 四则运算题目5288:  26 + 7
5289. 四则运算题目5289:  (95 + 21/59) + 29 * 27
5290. 四则运算题目5290:  29 + 28/75 * 6'20/33
5291. 四则运算题目5291:  57 * 74 / 91 / 51
5292. 四则运算题目5292:  98 + 16
5293. 四则运算题目5293:  (98 * 73) / 18/72 / 12
5294. 四则运算题目5294:  12 + 26'18/90 * 66'2/20
5295. 四则运算题目5295:  59 + 91 / 23/93
5296. 四则运算题目5296:  (72 / 27/68) * 27/46
5297. 四则运算题目5297:  (62 - 47/82) * 8/19 + 74
5298. 四则运算题目5298:  91 / 74'48/59
5299. 四则运算题目5299:  35 * 60
5300. 四则运算题目5300:  98 + 60/66
5301. 四则运算题目5301:  24 * 91'13/19
5302. 四则运算题目5302:  29 + (22'41/92 + 8/49) / 75'85/94
5303. 四则运算题目5303:  60 + 11 * 78
5304. 四则运算题目5304:  (30 / 50/55) - 4'53/58
5305. 四则运算题目5305:  54 + 70'12/20
5306. 四则运算题目5306:  63 - 35/49 * 49'21/44
5307. 四则运算题目5307:  14 / (12/32 / 2/14) * 7/35
5308. 四则运算题目5308:  56 / 14/17
5309. 四则运算题目5309:  66 + 78'43/64
5310. 四则运算题目5310:  13 * 8/59 * 91'28/87 + 73'3/4
5311. 四则运算题目5311:  57 * 86
5312. 四则运算题目5312:  36 / 88'1/2
5313. 四则运算题目5313:  (63 - 60'42/47) + 98'20/22
5314. 四则运算题目5314:  44 + 16
5315. 四则运算题目5315:  57 / 74'6/9
5316. 四则运算题目5316:  56 + 2/18 - 36
5317. 四则运算题目5317:  53 / 80 * 3/16
5318. 四则运算题目5318:  93 * 40 / 2/73
5319. 四则运算题目5319:  77 / 14/17 / 89
5320. 四则运算题目5320:  (94 * 39'56/76) - 96 + 20'42/70
5321. 四则运算题目5321:  78 + 94
5322. 四则运算题目5322:  77 * 44'10/58
5323. 四则运算题目5323:  63 * 9'31/39 * 74
5324. 四则运算题目5324:  (87 / 10'5/31) * 54
5325. 四则运算题目5325:  1 * 47 * 10/24
5326. 四则运算题目5326:  60 * 68'32/36 + 5
5327. 四则运算题目5327:  45 * (90'64/68 + 1) * 90'60/62
5328. 四则运算题目5328:  92 * 52/60
5329. 四则运算题目5329:  95 + 83/84
5330. 四则运算题目5330:  42 * 11/32 * 70'8/15
5331. 四则运算题目5331:  25 + 22 * 3/13
5332. 四则运算题目5332:  (79 + 5/64) + 0 - 4/20
5333. 四则运算题目5333:  49 * 8 * 22'3/29
5334. 四则运算题目5334:  39 + 14 + 21/27
5335. 四则运算题目5335:  66 + 66 - 41 + 40'12/57
5336. 四则运算题目5336:  (42 * 30) * 23 - 73
5337. 四则运算题目5337:  (47 - 10/90) - 71/86
5338. 四则运算题目5338:  50 * 12'55/62 + 72/73
5339. 四则运算题目5339:  (21 + 58) / 44'8/59
5340. 四则运算题目5340:  7 / 3/4
5341. 四则运算题目5341:  53 + 4/16
5342. 四则运算题目5342:  53 * 78
5343. 四则运算题目5343:  11 * (5'29/94 * 48/56) / 10/63
5344. 四则运算题目5344:  40 * 64
5345. 四则运算题目5345:  16 + 31'3/13
5346. 四则运算题目5346:  (41 + 8/10) / 18'51/67
5347. 四则运算题目5347:  (0 / 43) + 22'2/7
5348. 四则运算题目5348:  79 - 19/48 + 16/22 - 3'2/3
5349. 四则运算题目5349:  72 - 42
5350. 四则运算题目5350:  64 - 2/16
5351. 四则运算题目5351:  7 / 39'21/75
5352. 四则运算题目5352:  69 - 64'29/34 / 42'14/20
5353. 四则运算题目5353:  69 - 31 / 99
5354. 四则运算题目5354:  84 * 4/46 / 38/79
5355. 四则运算题目5355:  60 / 5/16
5356. 四则运算题目5356:  71 * 68'51/92 - 44'63/90
5357. 四则运算题目5357:  80 / 40'52/72
5358. 四则运算题目5358:  59 - 4
5359. 四则运算题目5359:  31 - (7/28 * 18) / 98
5360. 四则运算题目5360:  69 - (9/42 / 74'46/85) * 47
5361. 四则运算题目5361:  (64 + 13/75) + 88'68/94
5362. 四则运算题目5362:  59 * 7/90 + 71'12/60 / 86'69/87
5363. 四则运算题目5363:  58 - 1/4
5364. 四则运算题目5364:  22 * 93'38/67
5365. 四则运算题目5365:  (77 + 49'18/23) * 20
5366. 四则运算题目5366:  93 * 14'5/6 - 91
5367. 四则运算题目5367:  1 / 24/29 * 32'27/52 / 82/88
5368. 四则运算题目5368:  (56 / 3/18) - 56
5369. 四则运算题目5369:  57 + 65
5370. 四则运算题目5370:  27 + 64
5371. 四则运算题目5371:  79 / 9/67
5372. 四则运算题目5372:  5 * 59/90 / 67'27/36 / 86
5373. 四则运算题目5373:  49 * 60'13/55 + 28'68/87 + 52'28/41
5374. 四则运算题目5374:  90 - 97 * 9/45
5375. 四则运算题目5375:  9 - 2
5376. 四则运算题目5376:  93 - 60
5377. 四则运算题目5377:  13 / 47 + 68/95 + 32'21/64
5378. 四则运算题目5378:  16 / 19'2/5 * 23/38
5379. 四则运算题目5379:  10 * 3/6 * 32'39/43
5380. 四则运算题目5380:  22 / 7/40 - 3/17
5381. 四则运算题目5381:  66 - (55/56 * 67) / 53'14/65
5382. 四则运算题目5382:  90 + 81/97
5383. 四则运算题目5383:  70 + 47'29/62
5384. 四则运算题目5384:  15 / 92'46/48 + 21'12/17
5385. 四则运算题目5385:  50 * 26'27/47 / 44
5386. 四则运算题目5386:  76 - 17'20/46
5387. 四则运算题目5387:  (77 * 48'13/54) * 15 / 43'81/86
5388. 四则运算题目5388:  8 * 77'34/46 * 98'3/88
5389. 四则运算题目5389:  (37 + 6/47) + 2/12 + 91'37/65
5390. 四则运算题目5390:  51 * 58'1/3 / 29'5/6
5391. 四则运算题目5391:  99 * 11
5392. 四则运算题目5392:  46 - (21'9/32 * 34) / 78
5393. 四则运算题目5393:  (51 - 18/30) / 58
5394. 四则运算题目5394:  (91 / 76) / 10'27/72 + 60/88
5395. 四则运算题目5395:  74 * 32'5/56
5396. 四则运算题目5396:  (50 + 80'2/6) * 59'20/30
5397. 四则运算题目5397:  77 + 44/79 + 22/84
5398. 四则运算题目5398:  89 - 52/78
5399. 四则运算题目5399:  62 * 8/46
5400. 四则运算题目5400:  28 / (62 - 14'41/58) * 17
5401. 四则运算题目5401:  91 + 46 * 60
5402. 四则运算题目5402:  45 + 14 + 56'11/76 - 69'20/33
5403. 四则运算题目5403:  (47 * 33/71) * 15'11/33
5404. 四则运算题目5404:  20 + 95 + 63 - 63/95
5405. 四则运算题目5405:  90 * 52'53/63
5406. 四则运算题目5406:  (44 + 68'24/44) * 29'41/48
5407. 四则运算题目5407:  12 + 37/88 / 52/55
5408. 四则运算题目5408:  16 / 20/89 - 17'72/79 + 44/84
5409. 四则运算题目5409:  7 / 38/84
5410. 四则运算题目5410:  91 + 4/33 - 84/86
5411. 四则运算题目5411:  26 + 13'12/59
5412. 四则运算题目5412:  44 - 18 + 20'75/94 * 19'59/90
5413. 四则运算题目5413:  (62 + 30) / 53'35/53
5414. 四则运算题目5414:  70 + 8/11
5415. 四则运算题目5415:  38 * 60'22/40 + 72'12/15
5416. 四则运算题目5416:  41 / 28/96
5417. 四则运算题目5417:  37 + 19/42
5418. 四则运算题目5418:  50 - 70/71
5419. 四则运算题目5419:  35 / 18'33/56 - 28/64
5420. 四则运算题目5420:  56 * 18'37/82
5421. 四则运算题目5421:  18 + 16 * 39
5422. 四则运算题目5422:  60 - 32'23/29
5423. 四则运算题目5423:  41 - 33/58 / 58'25/64 / 89'2/6
5424. 四则运算题目5424:  (53 + 14/30) / 67/72 * 43/71
5425. 四则运算题目5425:  (90 + 91'5/36) - 31/54
5426. 四则运算题目5426:  74 - 2 * 28
5427. 四则运算题目5427:  (66 * 70'17/30) * 12 - 63
5428. 四则运算题目5428:  43 + 46'56/96 * 57'20/24 - 50'8/34
5429. 四则运算题目5429:  3 * 82 * 53
5430. 四则运算题目5430:  64 * 56'28/42
5431. 四则运算题目5431:  73 + 34/43
5432. 四则运算题目5432:  62 - 39/57 - 3/26
5433. 四则运算题目5433:  (93 - 63/67) - 61'23/34
5434. 四则运算题目5434:  62 - 48 + 90'88/95
5435. 四则运算题目5435:  (45 + 59/95) + 52'57/67
5436. 四则运算题目5436:  80 / 35/69 - 85'46/61 / 16'1/12
5437. 四则运算题目5437:  5 / 24/42
5438. 四则运算题目5438:  4 / 31
5439. 四则运算题目5439:  (74 / 46'2/4) + 6'17/93
5440. 四则运算题目5440:  12 + 30/63 - 29/36
5441. 四则运算题目5441:  74 + 1 / 94 - 63'48/63
5442. 四则运算题目5442:  10 / 82'49/79 * 40
5443. 四则运算题目5443:  (26 / 61) + 73 + 42'39/61
5444. 四则运算题目5444:  30 * 77'48/67 / 19/22
5445. 四则运算题目5445:  (23 / 50) - 18'13/67 / 95'71/95
5446. 四则运算题目5446:  99 - 21'52/78 / 17'2/3 + 78'12/76
5447. 四则运算题目5447:  80 - 35
5448. 四则运算题目5448:  86 / 25/88 / 52'1/66
5449. 四则运算题目5449:  19 + 72
5450. 四则运算题目5450:  24 * 36'4/6 * 30'28/36 * 8'4/8
5451. 四则运算题目5451:  62 - 52'32/41
5452. 四则运算题目5452:  (30 - 16/45) / 54'23/57 + 74
5453. 四则运算题目5453:  80 * 7/19
5454. 四则运算题目5454:  93 + 80'8/13 / 28/59
5455. 四则运算题目5455:  72 - 14/24
5456. 四则运算题目5456:  (22 * 64) + 82'9/40 * 52
5457. 四则运算题目5457:  50 + 12'7/25
5458. 四则运算题目5458:  66 * 0 + 58'62/91
5459. 四则运算题目5459:  99 / 13'48/53 + 77'12/23 + 7/29
5460. 四则运算题目5460:  (2 / 82) * 25'35/42 + 80/88
5461. 四则运算题目5461:  52 + 19
5462. 四则运算题目5462:  89 * 3 - 11 - 13/27
5463. 四则运算题目5463:  19 + 65 - 50'13/52 + 16/86
5464. 四则运算题目5464:  (34 / 24/87) / 7
5465. 四则运算题目5465:  78 * 89 * 84'19/54 + 62/68
5466. 四则运算题目5466:  83 + 57'4/6 - 31
5467. 四则运算题目5467:  (88 - 42/44) + 9'43/62 + 79'58/87
5468. 四则运算题目5468:  88 - 74/96 / 89'9/49
5469. 四则运算题目5469:  41 - 51/95
5470. 四则运算题目5470:  79 - 8/23 / 14 / 59'19/25
5471. 四则运算题目5471:  66 * 2'12/38
5472. 四则运算题目5472:  88 - 1 - 17/29
5473. 四则运算题目5473:  (3 / 51) * 97'9/62 - 2'33/79
5474. 四则运算题目5474:  (98 + 71'9/40) / 46 - 24/83
5475. 四则运算题目5475:  (93 + 97) - 24 + 66
5476. 四则运算题目5476:  1 - 35'19/46 / 94'61/86
5477. 四则运算题目5477:  (65 - 28'89/95) * 7/16 - 1'2/11
5478. 四则运算题目5478:  55 / 69'14/63 + 42'36/66
5479. 四则运算题目5479:  97 - 21 + 12/46 + 41
5480. 四则运算题目5480:  (96 / 29/79) / 53/56 - 70
5481. 四则运算题目5481:  85 * 42'44/66 / 90
5482. 四则运算题目5482:  44 / 68 / 27
5483. 四则运算题目5483:  48 + 41'6/10 - 65'6/39 / 25'14/28
5484. 四则运算题目5484:  84 + 48
5485. 四则运算题目5485:  46 + 2/23 * 76
5486. 四则运算题目5486:  (55 * 51/58) - 47 + 85'17/18
5487. 四则运算题目5487:  86 - 64
5488. 四则运算题目5488:  12 + 23/26 + 18
5489. 四则运算题目5489:  (5 / 2/20) * 80/83 + 30
5490. 四则运算题目5490:  82 * 16/20
5491. 四则运算题目5491:  63 - 26/43
5492. 四则运算题目5492:  (58 / 59'13/47) / 91 + 50'12/95
5493. 四则运算题目5493:  75 + 28/32 + 80
5494. 四则运算题目5494:  (82 / 82) / 51'3/97
5495. 四则运算题目5495:  31 - 5/6 / 95 * 2/68
5496. 四则运算题目5496:  99 * 86
5497. 四则运算题目5497:  71 / 94'15/18 + 72'23/76 / 33
5498. 四则运算题目5498:  5 + 50 / 33
5499. 四则运算题目5499:  61 / (47 - 25/46) * 9
5500. 四则运算题目5500:  0 * 94'24/38
5501. 四则运算题目5501:  (36 * 33/44) - 50/76
5502. 四则运算题目5502:  79 / 40'12/39 / 76
5503. 四则运算题目5503:  (88 * 0) + 92 / 76'60/93
5504. 四则运算题目5504:  47 / 65
5505. 四则运算题目5505:  81 * 43
5506. 四则运算题目5506:  1 + 80/96
5507. 四则运算题目5507:  49 * 63 - 3'23/74 / 5/18
5508. 四则运算题目5508:  (96 - 34) / 28
5509. 四则运算题目5509:  78 * 47'37/93 - 72'24/65
5510. 四则运算题目5510:  60 + 28/39 + 17'19/34
5511. 四则运算题目5511:  (67 / 40'24/47) + 23 * 46/86
5512. 四则运算题目5512:  43 / 64'61/81 - 6/13
5513. 四则运算题目5513:  71 / 10/36
5514. 四则运算题目5514:  11 * 42'44/62 - 2 - 87
5515. 四则运算题目5515:  28 - 9
5516. 四则运算题目5516:  92 / 11'25/37
