1. 答案1:  36'5/42
5729. 答案5729:  26
5730. 答案5730:  65'5989/22428
5731. 答案5731:  3100'436/779
5732. 答案5732:  194'17/142
5733. 答案5733:  29'9/23
5734. 答案5734:  967'1/9
5735. 答案5735:  29'31/48
5736. 答案5736:  94'1/2
5737. 答案5737:  3496
5738. 答案5738:  61'17/43
5739. 答案5739:  741'41/52
5740. 答案5740:  2730'9/31
5741. 答案5741:  63'7/36
5742. 答案5742:  95
5743. 答案5743:  78'7/12
5744. 答案5744:  724'67/132
5745. 答案5745:  8718'363/1120
5746. 答案5746:  825'39/41
5747. 答案5747:  95'62/165
5748. 答案5748:  360667'368/395
5749. 答案5749:  34'7/8
5750. 答案5750:  20'137/368
5751. 答案5751:  3'454389/597517
5752. 答案5752:  86'16/39
5753. 答案5753:  86'1/9
5754. 答案5754:  3399'15/19
5755. 答案5755:  4'1/5
5756. 答案5756:  354'2001/4664
5757. 答案5757:  79'98/369
5758. 答案5758:  144720
5759. 答案5759:  346'1/2
5760. 答案5760:  107'1/7
5761. 答案5761:  1932
5762. 答案5762:  48'13/18
5763. 答案5763:  4888'13/204
5764. 答案5764:  1065/2492
5765. 答案5765:  5'67/315
5766. 答案5766:  599'287/312
5767. 答案5767:  13'73/240
5768. 答案5768:  76'32/35
5769. 答案5769:  5953/49700
5770. 答案5770:  95'2191/4988
5771. 答案5771:  17'791/837
5772. 答案5772:  646'3037/3404
5773. 答案5773:  391'1789/14868
5774. 答案5774:  52'1/5
5775. 答案5775:  1'3/25
5776. 答案5776:  73'48/71
5777. 答案5777:  14'1/35
5778. 答案5778:  246645/1219534
5779. 答案5779:  99'13/30
5780. 答案5780:  3/4
5781. 答案5781:  80
5782. 答案5782:  35/66
5783. 答案5783:  70827/158384
5784. 答案5784:  66'6/11
5785. 答案5785:  9'5/7
5786. 答案5786:  130
5787. 答案5787:  1674
5788. 答案5788:  19'2411/25440
5789. 答案5789:  37'6524/13617
5790. 答案5790:  67'67/156
5791. 答案5791:  29'35/89
5792. 答案5792:  58'59/858
5793. 答案5793:  15'11/930
5794. 答案5794:  3348
5795. 答案5795:  838'4/21
5796. 答案5796:  25615135/1704245352
5797. 答案5797:  15'6/7
5798. 答案5798:  60'374783/562533
5799. 答案5799:  5958'11/18
5800. 答案5800:  6435/146929
5801. 答案5801:  2252'76/97
5802. 答案5802:  23'257/1880
5803. 答案5803:  4'62/97
5804. 答案5804:  49'283/627
5805. 答案5805:  1/63
5806. 答案5806:  396'682/1553175
5807. 答案5807:  8743'173/1129
5808. 答案5808:  116'821/3504
5809. 答案5809:  880/1719
5810. 答案5810:  306
5811. 答案5811:  29'67/75
5812. 答案5812:  43873'5/11
5813. 答案5813:  16'3/4
5814. 答案5814:  799'1151/1334
5815. 答案5815:  3/4
5816. 答案5816:  52'1777/33005
5817. 答案5817:  36'7/73
5818. 答案5818:  1'18821/44251
5819. 答案5819:  182'3/5
5820. 答案5820:  96'7/8
5821. 答案5821:  21'4/21
5822. 答案5822:  5'1/2
5823. 答案5823:  38'10/17
5824. 答案5824:  74'85/7887
5825. 答案5825:  98'13/15
5826. 答案5826:  3397
5827. 答案5827:  52'2/15
5828. 答案5828:  1155
5829. 答案5829:  81'50/81
5830. 答案5830:  6834'15/16
5831. 答案5831:  15'1/27
5832. 答案5832:  87/156160
5833. 答案5833:  77/964
5834. 答案5834:  120'2/25
5835. 答案5835:  75'311/420
5836. 答案5836:  82'2/15
5837. 答案5837:  3'7/22
5838. 答案5838:  52'1/10
5839. 答案5839:  265
5840. 答案5840:  120'5/6
5841. 答案5841:  93'14/41
5842. 答案5842:  36'1859/1974
5843. 答案5843:  19'1108/1525
5844. 答案5844:  48'31/37
5845. 答案5845:  118'2/5
5846. 答案5846:  1284'23/53
5847. 答案5847:  57'124/133
5848. 答案5848:  1'41/51
5849. 答案5849:  1054/1585
5850. 答案5850:  8826'49/55
5851. 答案5851:  47'1470/2501
5852. 答案5852:  13/17
5853. 答案5853:  9272
5854. 答案5854:  24'6278/6545
5855. 答案5855:  9515'91/187
5856. 答案5856:  144'3/13
5857. 答案5857:  304701'51/176
5858. 答案5858:  84'2589/5680
5859. 答案5859:  42
5860. 答案5860:  13'1109/1880
5861. 答案5861:  2'7/12
5862. 答案5862:  103'2977/10701
5863. 答案5863:  174'4/5
5864. 答案5864:  22'31/566
5865. 答案5865:  25'167/205
5866. 答案5866:  39'44/49
5867. 答案5867:  22'5/6
5868. 答案5868:  2761019/7058403
5869. 答案5869:  29/104
5870. 答案5870:  261/676
5871. 答案5871:  84'9/34
5872. 答案5872:  207'23/140
5873. 答案5873:  40'3/28
5874. 答案5874:  47'3/11
5875. 答案5875:  188'40/91
5876. 答案5876:  1'77/478
5877. 答案5877:  124'7/67
5878. 答案5878:  5'23/74
5879. 答案5879:  934'1/2
5880. 答案5880:  7056'4/23
5881. 答案5881:  41'56/85
5882. 答案5882:  44'4107433/4718433
5883. 答案5883:  36/41
5884. 答案5884:  93'423/2806
5885. 答案5885:  1'4/29
5886. 答案5886:  11461
5887. 答案5887:  11'65/81
5888. 答案5888:  75'74/75
5889. 答案5889:  44'51/287
5890. 答案5890:  342'12/23
5891. 答案5891:  38'2/55
5892. 答案5892:  1268'1/40
5893. 答案5893:  768'317/790
5894. 答案5894:  51'13/28
5895. 答案5895:  1272
5896. 答案5896:  620915'301/4897
5897. 答案5897:  77'73/76
5898. 答案5898:  4'10/13
5899. 答案5899:  25'590/2117
5900. 答案5900:  14'1/2
5901. 答案5901:  4'31/87
5902. 答案5902:  4'3259/3278
5903. 答案5903:  100'2/19
5904. 答案5904:  1798'303/352
5905. 答案5905:  76'4/5
5906. 答案5906:  69'31/83
5907. 答案5907:  53'48/73
5908. 答案5908:  53'2/33
5909. 答案5909:  2191
5910. 答案5910:  2'6/43
5911. 答案5911:  1277'1330/1541
5912. 答案5912:  82'17/56
5913. 答案5913:  6734/131863
5914. 答案5914:  15'23/88
5915. 答案5915:  951'29/104
5916. 答案5916:  32'68/95
5917. 答案5917:  30475/54638
5918. 答案5918:  4170'183/352
5919. 答案5919:  34'3/5
5920. 答案5920:  13'1/9
5921. 答案5921:  145'7/13
5922. 答案5922:  2'2245/63568
5923. 答案5923:  92'19/33
5924. 答案5924:  1258/4817
5925. 答案5925:  10/19
5926. 答案5926:  2/3
5927. 答案5927:  3786'10/37
5928. 答案5928:  1736/16227
5929. 答案5929:  2064/34193
5930. 答案5930:  83'35/47
5931. 答案5931:  168'16/43
5932. 答案5932:  4734'413/445
5933. 答案5933:  137/180
5934. 答案5934:  17'7/9
5935. 答案5935:  1937'1/4
5936. 答案5936:  131'9/16
5937. 答案5937:  44919/1091264
5938. 答案5938:  2912
5939. 答案5939:  71'9/10
5940. 答案5940:  92'11/56
5941. 答案5941:  17'2251/2340
5942. 答案5942:  68'23/72
5943. 答案5943:  108'11/27
5944. 答案5944:  2537'6/17
5945. 答案5945:  1'9/55
5946. 答案5946:  11'3/4
5947. 答案5947:  3'262/525
5948. 答案5948:  17'20899/36208
5949. 答案5949:  55
5950. 答案5950:  3080
5951. 答案5951:  8'23/37
5952. 答案5952:  67'35/46
5953. 答案5953:  7/1458
5954. 答案5954:  124'7/153
5955. 答案5955:  13'1/4
5956. 答案5956:  20'341/780
5957. 答案5957:  54'3/11
5958. 答案5958:  47'1489/2187
5959. 答案5959:  24'1/2
5960. 答案5960:  263/2350
5961. 答案5961:  69'586/1067
5962. 答案5962:  1'11/46
5963. 答案5963:  31'6/25
5964. 答案5964:  73'687/1334
5965. 答案5965:  76'8626/27971
5966. 答案5966:  73'897/1475
5967. 答案5967:  61'12/13
5968. 答案5968:  65'49/68
5969. 答案5969:  36
5970. 答案5970:  36'61/79
5971. 答案5971:  7084'42/59
5972. 答案5972:  528
5973. 答案5973:  76'59/94
5974. 答案5974:  83'47/54
5975. 答案5975:  46'10/17
5976. 答案5976:  18'1/22
5977. 答案5977:  119891'18/41
5978. 答案5978:  1'109/171
5979. 答案5979:  51'7760/28203
5980. 答案5980:  189'49/87
5981. 答案5981:  1'17/18
5982. 答案5982:  1930'137/780
5983. 答案5983:  24'1927/3066
5984. 答案5984:  4767'1/31
5985. 答案5985:  2'13/40
5986. 答案5986:  76744'2/7
5987. 答案5987:  1760
5988. 答案5988:  71'280/589
5989. 答案5989:  34
5990. 答案5990:  90'15/29
5991. 答案5991:  6'1/10
5992. 答案5992:  21
5993. 答案5993:  225/332
5994. 答案5994:  17/37
5995. 答案5995:  54'6/7
5996. 答案5996:  46'1/5
5997. 答案5997:  1440'164522/230395
5998. 答案5998:  13'291/1081
5999. 答案5999:  1'11/42
6000. 答案6000:  109'913/2240
6001. 答案6001:  103'1/12
6002. 答案6002:  35721/1478717
6003. 答案6003:  13'931/1184
6004. 答案6004:  3921'14/29
6005. 答案6005:  262'37/238
6006. 答案6006:  385/691
6007. 答案6007:  97'3/19
6008. 答案6008:  3'4681/7968
6009. 答案6009:  75
6010. 答案6010:  156'27/37
6011. 答案6011:  15728580
6012. 答案6012:  75
6013. 答案6013:  51'391/889
6014. 答案6014:  36'33360/68159
6015. 答案6015:  88'474/481
6016. 答案6016:  38
6017. 答案6017:  127'1/16
6018. 答案6018:  421'79/148
6019. 答案6019:  3'14/27
6020. 答案6020:  69'1337/1368
6021. 答案6021:  386'13/16
6022. 答案6022:  169'2042/3145
6023. 答案6023:  73
6024. 答案6024:  16'13/71
6025. 答案6025:  366'216/539
6026. 答案6026:  37'4237/5920
6027. 答案6027:  194'2305/2394
6028. 答案6028:  66'1/13
6029. 答案6029:  36
6030. 答案6030:  58/99
6031. 答案6031:  91'78/95
6032. 答案6032:  112'706/783
6033. 答案6033:  16660'3/4
6034. 答案6034:  53'1/4
6035. 答案6035:  42'24005/89012
6036. 答案6036:  94'3/20
6037. 答案6037:  1692'214/423
6038. 答案6038:  23'983/1656
6039. 答案6039:  131592'62/87
6040. 答案6040:  1360'15/17
6041. 答案6041:  90'3/7
6042. 答案6042:  4292/5871
6043. 答案6043:  72'2335/4018
6044. 答案6044:  5984
6045. 答案6045:  86
6046. 答案6046:  3832'24/31
6047. 答案6047:  117'472/1005
6048. 答案6048:  72'13/14
6049. 答案6049:  76'348871/351300
6050. 答案6050:  114'40/91
6051. 答案6051:  32'69916/217471
6052. 答案6052:  306'31/36
6053. 答案6053:  2028
6054. 答案6054:  120'6/7
6055. 答案6055:  61'3/4
6056. 答案6056:  650
6057. 答案6057:  91'12/23
6058. 答案6058:  87'37/105
6059. 答案6059:  39'1906/1917
6060. 答案6060:  41'29/44
6061. 答案6061:  23'486823/701199
6062. 答案6062:  73
6063. 答案6063:  2'4/17
6064. 答案6064:  3057/3304
6065. 答案6065:  186'2/3
6066. 答案6066:  137'12/25
6067. 答案6067:  492'36/65
6068. 答案6068:  440
6069. 答案6069:  59'3/7
6070. 答案6070:  201/2044
6071. 答案6071:  74'2/3
6072. 答案6072:  7'4/9
6073. 答案6073:  44'85/88
6074. 答案6074:  3288'13/66
6075. 答案6075:  95'10/11
6076. 答案6076:  80'26869/34175
6077. 答案6077:  2'5/29
6078. 答案6078:  1591/2075
6079. 答案6079:  116'44/161
6080. 答案6080:  94'5/13
6081. 答案6081:  352/987
6082. 答案6082:  98'4/5
6083. 答案6083:  106'1/2
6084. 答案6084:  52'51/82
6085. 答案6085:  21'110/2583
6086. 答案6086:  445894'7/11
6087. 答案6087:  8'85/208
6088. 答案6088:  191/1056
6089. 答案6089:  69'5/14
6090. 答案6090:  654052
6091. 答案6091:  68'484/497
6092. 答案6092:  79463'17/37
6093. 答案6093:  1251'43/68
6094. 答案6094:  73'857/6006
6095. 答案6095:  105'13/150
6096. 答案6096:  60'3/31
6097. 答案6097:  4969'11/16
6098. 答案6098:  137'2/3
6099. 答案6099:  89'11/12
6100. 答案6100:  77'33/46
6101. 答案6101:  84'4420/62599
6102. 答案6102:  53'122/161
6103. 答案6103:  49'97277/1015680
6104. 答案6104:  22'79669/86488
6105. 答案6105:  41
6106. 答案6106:  38'19/28
6107. 答案6107:  140'47/63
6108. 答案6108:  5292
6109. 答案6109:  29'3/5
6110. 答案6110:  4
6111. 答案6111:  43'1/2
6112. 答案6112:  57'32/39
6113. 答案6113:  106'16/17
6114. 答案6114:  160
6115. 答案6115:  75'1/46
6116. 答案6116:  74'8/15
6117. 答案6117:  84'187/1185
6118. 答案6118:  7
6119. 答案6119:  109
6120. 答案6120:  40'1/7
6121. 答案6121:  87
6122. 答案6122:  2361'21/59
6123. 答案6123:  78'119/270
6124. 答案6124:  74'10/29
6125. 答案6125:  1778'41/68
6126. 答案6126:  67'18/95
6127. 答案6127:  65'40/51
6128. 答案6128:  37'2375/3102
6129. 答案6129:  199'265/286
6130. 答案6130:  55'174/517
6131. 答案6131:  70'13/44
6132. 答案6132:  175
6133. 答案6133:  48'47183/97464
6134. 答案6134:  73
6135. 答案6135:  89'14/31
6136. 答案6136:  74'7/10
6137. 答案6137:  60'34/45
6138. 答案6138:  109'5/21
6139. 答案6139:  12'3/4
6140. 答案6140:  61'236/901
6141. 答案6141:  246
6142. 答案6142:  54'4769/5088
6143. 答案6143:  5669'17/27
6144. 答案6144:  78'19/29
6145. 答案6145:  178063'13/35
6146. 答案6146:  5082'38/77
6147. 答案6147:  3'34/61
6148. 答案6148:  4982'3/479
6149. 答案6149:  76'53/99
6150. 答案6150:  66906/1751425
6151. 答案6151:  347'2/3
6152. 答案6152:  294'10/81
6153. 答案6153:  8896'22/23
6154. 答案6154:  61'28/41
6155. 答案6155:  177
6156. 答案6156:  29016'12/43
6157. 答案6157:  172'44/75
6158. 答案6158:  59'55/91
6159. 答案6159:  96'1/3
6160. 答案6160:  96'47/58
6161. 答案6161:  65'53/87
6162. 答案6162:  1'301/5994
6163. 答案6163:  4234'843/976
6164. 答案6164:  711'2/63
6165. 答案6165:  4'2/3
6166. 答案6166:  2070
6167. 答案6167:  804'72/235
6168. 答案6168:  42
6169. 答案6169:  632'425/512
6170. 答案6170:  11/59
6171. 答案6171:  96'7/8
6172. 答案6172:  43'119/155
6173. 答案6173:  8'128/425
6174. 答案6174:  2'19382/33005
6175. 答案6175:  20'236/285
6176. 答案6176:  87'7/34
6177. 答案6177:  659'209/280
6178. 答案6178:  1983'8/39
6179. 答案6179:  88'1/3
6180. 答案6180:  17508'4/27
6181. 答案6181:  110'37/58
6182. 答案6182:  1'343/692
6183. 答案6183:  90'2/3
6184. 答案6184:  13
6185. 答案6185:  5694'18/65
6186. 答案6186:  117/1936880
6187. 答案6187:  53'39/70
6188. 答案6188:  89'9/11
6189. 答案6189:  34'1006383/1929863
6190. 答案6190:  77'16647/17108
6191. 答案6191:  17'233/380
6192. 答案6192:  2428'4/19
6193. 答案6193:  1031
6194. 答案6194:  1'1/10
6195. 答案6195:  102
6196. 答案6196:  10206/79025
6197. 答案6197:  133183'41/49
6198. 答案6198:  86'38/39
6199. 答案6199:  3'3953/8993
6200. 答案6200:  99'1/3
6201. 答案6201:  18'9/16
6202. 答案6202:  118'8/9
6203. 答案6203:  87'2/17
6204. 答案6204:  4895'29/69
6205. 答案6205:  2128'1071/2368
6206. 答案6206:  2108'16/43
6207. 答案6207:  168
6208. 答案6208:  197
6209. 答案6209:  164'943/1958
6210. 答案6210:  121
6211. 答案6211:  73'10/13
6212. 答案6212:  1245'2/35
6213. 答案6213:  12'169/396
6214. 答案6214:  4'3837/13552
6215. 答案6215:  146'370/2937
6216. 答案6216:  1615
6217. 答案6217:  19'507153/937805
6218. 答案6218:  2812
6219. 答案6219:  48
6220. 答案6220:  128'4/9
6221. 答案6221:  2'301/1080
6222. 答案6222:  1'297/443
6223. 答案6223:  2075'25/31
6224. 答案6224:  36'20/51
6225. 答案6225:  7'7/9
6226. 答案6226:  42'12/17
6227. 答案6227:  293'5/23
6228. 答案6228:  117'27/38
6229. 答案6229:  76
6230. 答案6230:  10'30/79
6231. 答案6231:  58'55/546
6232. 答案6232:  45'19/35
6233. 答案6233:  6990
6234. 答案6234:  129
6235. 答案6235:  445'55/119
6236. 答案6236:  741/1139
6237. 答案6237:  184'53/62
6238. 答案6238:  3'83/301
6239. 答案6239:  371'19/37
6240. 答案6240:  202'121/1407
6241. 答案6241:  19'267/301
6242. 答案6242:  2'20576/30537
6243. 答案6243:  2811'3/50
6244. 答案6244:  25'4/45
6245. 答案6245:  8'516/2911
6246. 答案6246:  12'137/989
6247. 答案6247:  62'9/20
6248. 答案6248:  303'3/4
6249. 答案6249:  15'45/52
6250. 答案6250:  59'3277/3648
6251. 答案6251:  63'1984/2075
6252. 答案6252:  134'1/21
6253. 答案6253:  18'17/551
6254. 答案6254:  617'7/33
6255. 答案6255:  280
6256. 答案6256:  10'1/14
6257. 答案6257:  2349/8800
6258. 答案6258:  1'251/1985
6259. 答案6259:  315
6260. 答案6260:  8'16/25
6261. 答案6261:  7'295/408
6262. 答案6262:  56'395/561
6263. 答案6263:  62'1147/1350
6264. 答案6264:  369'8/13
6265. 答案6265:  310/781
6266. 答案6266:  22'24/37
6267. 答案6267:  3'2/7
6268. 答案6268:  5520
6269. 答案6269:  1'79/198
6270. 答案6270:  68'2/11
6271. 答案6271:  87'2/23
6272. 答案6272:  34237/66928
6273. 答案6273:  39'1/5
6274. 答案6274:  700
6275. 答案6275:  68'35060/115943
6276. 答案6276:  2'9/17
6277. 答案6277:  1'572186/593369
6278. 答案6278:  67'829/2988
6279. 答案6279:  60
6280. 答案6280:  23'21/65
6281. 答案6281:  35'25/69
6282. 答案6282:  2627/5570
6283. 答案6283:  192'5/56
6284. 答案6284:  36'3/4
6285. 答案6285:  86'55/96
6286. 答案6286:  12'22/25
6287. 答案6287:  14'2/5
6288. 答案6288:  71'38/61
6289. 答案6289:  37101/37520
6290. 答案6290:  1'5/48
6291. 答案6291:  11'14/67
6292. 答案6292:  12'2/5
6293. 答案6293:  61'21/83
6294. 答案6294:  69'42/55
6295. 答案6295:  31'238/855
6296. 答案6296:  546'16/69
6297. 答案6297:  2'8446/11951
6298. 答案6298:  40'610/851
6299. 答案6299:  5965'5756/7719
6300. 答案6300:  83'23/544
6301. 答案6301:  69'13525/19272
6302. 答案6302:  4094'13294/28431
6303. 答案6303:  18'18/29
6304. 答案6304:  56'8/9
6305. 答案6305:  38
6306. 答案6306:  2278
6307. 答案6307:  1014565'35/61
6308. 答案6308:  2094'26/45
6309. 答案6309:  1'3/77
6310. 答案6310:  34'257/882
6311. 答案6311:  1'53/64
6312. 答案6312:  63'5/76
6313. 答案6313:  28
6314. 答案6314:  8'37/47
6315. 答案6315:  69'239/1650
6316. 答案6316:  45'12745/25524
6317. 答案6317:  275/1024
6318. 答案6318:  122'4/11
6319. 答案6319:  17'19/82
6320. 答案6320:  13'1027/49521
6321. 答案6321:  100/2997
6322. 答案6322:  28'3897/32725
6323. 答案6323:  7944'1869728/2281773
6324. 答案6324:  1'170639/440011
6325. 答案6325:  282'7/12
6326. 答案6326:  177'29/39
6327. 答案6327:  702'48/91
6328. 答案6328:  463'10/11
6329. 答案6329:  16'1132/1541
6330. 答案6330:  15'7/8
6331. 答案6331:  159'81/94
6332. 答案6332:  72'16/27
6333. 答案6333:  2'443/1736
6334. 答案6334:  28'39/44
6335. 答案6335:  289'21/40
6336. 答案6336:  35'2517/2596
6337. 答案6337:  10'1433/2492
6338. 答案6338:  20
6339. 答案6339:  16'2/5
6340. 答案6340:  3'23/29
6341. 答案6341:  54'11/29
6342. 答案6342:  10/13
6343. 答案6343:  3/5
6344. 答案6344:  2584'19/80
6345. 答案6345:  84'1303/1763
6346. 答案6346:  18'2188/2457
6347. 答案6347:  247'61/68
6348. 答案6348:  82'10/17
6349. 答案6349:  65'7/19
6350. 答案6350:  9
6351. 答案6351:  16
6352. 答案6352:  719/3180
6353. 答案6353:  1'31/123
6354. 答案6354:  52'30/3403
6355. 答案6355:  10'13/35
6356. 答案6356:  1348'39802/63971
6357. 答案6357:  13/16
6358. 答案6358:  50
6359. 答案6359:  148'1/7
6360. 答案6360:  35'7/27
6361. 答案6361:  661/1106
6362. 答案6362:  44'1/4
6363. 答案6363:  98'25/56
6364. 答案6364:  29758'4/17
6365. 答案6365:  2
6366. 答案6366:  84'21/248
6367. 答案6367:  1'9/61
6368. 答案6368:  89'10/19
6369. 答案6369:  0
6370. 答案6370:  13'2/3
6371. 答案6371:  7189
6372. 答案6372:  632
6373. 答案6373:  74'35/94
6374. 答案6374:  1837'71/135
6375. 答案6375:  33
6376. 答案6376:  300'15/17
6377. 答案6377:  3
6378. 答案6378:  56'2957/7163
6379. 答案6379:  7'169/225
6380. 答案6380:  12
6381. 答案6381:  24'4/15
6382. 答案6382:  95'47/77
6383. 答案6383:  94'1/2
6384. 答案6384:  7253'1/3
6385. 答案6385:  234'153/352
6386. 答案6386:  10'581/962
6387. 答案6387:  67
6388. 答案6388:  9
6389. 答案6389:  68'2/5
6390. 答案6390:  197'53/56
6391. 答案6391:  88'686/767
6392. 答案6392:  563'11/63
6393. 答案6393:  103'615/629
6394. 答案6394:  69'8/133
6395. 答案6395:  144'463/899
6396. 答案6396:  7'2/3
6397. 答案6397:  2324
6398. 答案6398:  157'279/970
6399. 答案6399:  1'380/2197
6400. 答案6400:  5/49
6401. 答案6401:  170'109/1344
6402. 答案6402:  24'436/715
6403. 答案6403:  35'30/47
6404. 答案6404:  87'4/7
6405. 答案6405:  101'1/4
6406. 答案6406:  50'1126/7469
6407. 答案6407:  12'21/65
6408. 答案6408:  62181/2506528
6409. 答案6409:  58/89
6410. 答案6410:  92'2149/2232
6411. 答案6411:  3'4/13
6412. 答案6412:  17'441/1054
6413. 答案6413:  334'13/22
6414. 答案6414:  155'1/2
6415. 答案6415:  107'21/22
6416. 答案6416:  1278'10/31
6417. 答案6417:  157
6418. 答案6418:  62'9/58
6419. 答案6419:  28'238807/267033
6420. 答案6420:  1'15/19
6421. 答案6421:  1'6/37
6422. 答案6422:  36'9/10
6423. 答案6423:  498
6424. 答案6424:  119'8/39
6425. 答案6425:  4109'2/17
6426. 答案6426:  222'1672629/1855043
6427. 答案6427:  8'152/291
6428. 答案6428:  1'3/122
6429. 答案6429:  163'43/160
6430. 答案6430:  95'8/23
6431. 答案6431:  2868
